diet_type,food_health_preference,taste_preference,preferred_cuisine,allergies,budget_range,location,digestion_preference,user_age,current_weather,meal_time,calorie_preference,suggested_dish
vegetarian,low carb,sweet,Mexican,none,medium,suburban,easy,69,sunny,dinner,high,Choco Tacos
non-vegetarian,high protein,salty,Indian,soy,low,urban,moderate,11,rainy,breakfast,low,Mixed Veg Bowl
vegan,high protein,savory,Chinese,none,low,urban,moderate,31,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,umami,Italian,nuts,high,suburban,easy,56,cold,dinner,moderate,Mixed Veg Bowl
vegan,balanced,savory,Mexican,soy,medium,rural,moderate,58,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,low carb,umami,Italian,dairy,low,rural,easy,52,hot,lunch,high,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Chinese,none,medium,suburban,heavy,38,hot,breakfast,moderate,Mixed Veg Bowl
vegetarian,balanced,savory,Thai,nuts,low,rural,moderate,14,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Thai,gluten,medium,urban,heavy,68,sunny,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Indian,gluten,high,urban,easy,59,cold,breakfast,moderate,Mixed Veg Bowl
vegetarian,balanced,savory,Thai,none,high,urban,heavy,32,hot,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,salty,Chinese,dairy,high,urban,moderate,14,sunny,lunch,moderate,Mixed Veg Bowl
vegan,high protein,umami,Thai,soy,low,suburban,moderate,36,cold,lunch,high,Mixed Veg Bowl
non-vegetarian,high protein,umami,Mexican,dairy,low,suburban,heavy,55,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,low carb,umami,Mexican,dairy,medium,rural,heavy,23,humid,dinner,low,Mixed Veg Bowl
vegetarian,balanced,spicy,Indian,nuts,medium,rural,moderate,43,rainy,lunch,moderate,Veg Biryani
vegan,balanced,sweet,Indian,dairy,high,urban,easy,44,hot,breakfast,low,Mixed Veg Bowl
vegan,high protein,salty,Italian,nuts,medium,suburban,moderate,58,sunny,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,balanced,savory,Mexican,gluten,medium,suburban,moderate,37,cold,dinner,low,Chicken Quesadilla
vegan,balanced,salty,Italian,nuts,medium,urban,heavy,27,hot,breakfast,low,Mixed Veg Bowl
vegan,low fat,sweet,Thai,none,medium,rural,easy,28,cold,lunch,low,Tofu Mango Curry
vegetarian,low carb,sweet,Chinese,none,low,urban,moderate,65,sunny,breakfast,low,Mixed Veg Bowl
vegan,low fat,salty,Indian,gluten,low,urban,heavy,55,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Indian,gluten,medium,urban,heavy,36,humid,lunch,low,Chicken Biryani
vegan,low carb,savory,Italian,nuts,low,suburban,easy,37,humid,breakfast,low,Vegan Pesto Pasta
vegetarian,high protein,savory,Thai,none,high,suburban,moderate,55,cold,breakfast,moderate,Mixed Veg Bowl
vegetarian,balanced,umami,Italian,none,medium,suburban,heavy,14,rainy,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Italian,nuts,high,suburban,easy,34,cold,dinner,high,Spaghetti Bolognese
vegetarian,low fat,umami,Thai,nuts,low,rural,easy,52,sunny,lunch,high,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,nuts,low,rural,easy,33,rainy,dinner,high,Sweet Sesame Tofu
vegetarian,balanced,savory,Italian,gluten,medium,urban,heavy,43,cold,breakfast,moderate,Margherita Pizza
non-vegetarian,low fat,umami,Italian,dairy,high,urban,moderate,48,rainy,breakfast,low,Mixed Veg Bowl
vegan,low fat,salty,Chinese,soy,high,suburban,moderate,55,sunny,dinner,low,Stir Fried Tofu with Veggies
vegetarian,balanced,salty,Indian,dairy,high,urban,easy,20,cold,breakfast,high,Mixed Veg Bowl
vegetarian,low fat,umami,Mexican,none,medium,suburban,easy,12,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,high protein,savory,Mexican,nuts,low,suburban,heavy,27,humid,breakfast,moderate,Chicken Quesadilla
vegan,low carb,savory,Italian,none,high,urban,heavy,34,cold,lunch,low,Vegan Pesto Pasta
vegetarian,low fat,umami,Thai,soy,low,suburban,moderate,27,rainy,lunch,low,Mixed Veg Bowl
vegetarian,high protein,spicy,Mexican,gluten,low,urban,heavy,69,hot,dinner,high,Vegetarian Tacos
vegan,low carb,savory,Thai,nuts,high,urban,moderate,26,cold,dinner,high,Mixed Veg Bowl
vegetarian,low carb,salty,Italian,gluten,high,suburban,easy,59,humid,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,salty,Indian,gluten,low,suburban,easy,47,hot,lunch,moderate,Mixed Veg Bowl
non-vegetarian,balanced,salty,Chinese,nuts,high,urban,easy,53,humid,lunch,high,Mixed Veg Bowl
vegan,high protein,savory,Mexican,none,low,urban,easy,61,humid,dinner,low,Mixed Veg Bowl
vegan,low fat,savory,Indian,none,high,suburban,moderate,55,humid,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,balanced,savory,Indian,dairy,low,urban,heavy,58,humid,lunch,moderate,Mixed Veg Bowl
vegetarian,low carb,spicy,Indian,none,medium,urban,moderate,51,hot,dinner,low,Veg Biryani
vegan,balanced,sweet,Chinese,none,low,rural,easy,36,sunny,dinner,low,Sweet Sesame Tofu
vegan,low fat,umami,Indian,gluten,low,rural,easy,28,cold,lunch,high,Mixed Veg Bowl
vegetarian,low fat,umami,Chinese,none,high,rural,moderate,51,sunny,lunch,low,Paneer Chili Dry
vegan,high protein,umami,Italian,dairy,medium,suburban,easy,16,rainy,breakfast,low,Roasted Veggie Lasagna
vegan,low fat,savory,Indian,dairy,high,suburban,heavy,16,cold,lunch,low,Mixed Veg Bowl
vegan,low carb,umami,Chinese,dairy,low,rural,easy,48,cold,lunch,low,Mixed Veg Bowl
vegetarian,low carb,sweet,Thai,nuts,high,suburban,heavy,42,humid,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,savory,Thai,none,low,rural,easy,53,sunny,lunch,low,Mixed Veg Bowl
vegetarian,low fat,umami,Italian,none,high,rural,heavy,31,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,low carb,salty,Italian,nuts,low,urban,easy,26,cold,breakfast,moderate,Anchovy Pizza
vegan,low carb,sweet,Chinese,dairy,medium,urban,moderate,43,humid,breakfast,high,Lychee Stir Fry
vegan,low fat,salty,Italian,none,high,rural,heavy,33,hot,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,umami,Italian,dairy,medium,suburban,heavy,12,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,balanced,umami,Indian,soy,medium,rural,heavy,46,hot,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,spicy,Thai,gluten,medium,urban,heavy,35,humid,breakfast,moderate,Spicy Thai Noodles
vegan,low fat,salty,Thai,soy,low,urban,heavy,19,sunny,lunch,moderate,Mixed Veg Bowl
vegetarian,low carb,savory,Italian,none,medium,rural,moderate,56,rainy,breakfast,moderate,Margherita Pizza
non-vegetarian,high protein,sweet,Mexican,soy,high,rural,heavy,15,hot,breakfast,low,Mixed Veg Bowl
vegan,low fat,spicy,Mexican,soy,low,rural,moderate,55,humid,breakfast,high,Mixed Veg Bowl
vegetarian,low carb,salty,Indian,none,medium,suburban,easy,45,cold,breakfast,low,Mixed Veg Bowl
vegetarian,high protein,spicy,Mexican,nuts,low,suburban,easy,33,rainy,lunch,low,Vegetarian Tacos
vegetarian,low carb,umami,Mexican,soy,low,suburban,easy,25,rainy,dinner,moderate,Mixed Veg Bowl
vegetarian,balanced,savory,Thai,soy,high,rural,heavy,67,rainy,dinner,moderate,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Italian,none,low,suburban,easy,26,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Chinese,dairy,low,suburban,easy,50,cold,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,salty,Chinese,gluten,high,rural,heavy,67,cold,lunch,high,Cabbage Stir Fry
non-vegetarian,low carb,spicy,Mexican,soy,high,rural,moderate,43,hot,lunch,moderate,Spicy Chicken Enchiladas
non-vegetarian,low carb,salty,Italian,none,low,urban,heavy,35,humid,breakfast,low,Anchovy Pizza
vegan,high protein,salty,Chinese,soy,medium,rural,easy,25,cold,breakfast,low,Stir Fried Tofu with Veggies
non-vegetarian,high protein,umami,Thai,gluten,low,rural,heavy,23,rainy,lunch,low,Mixed Veg Bowl
vegetarian,high protein,salty,Italian,none,low,urban,heavy,56,rainy,dinner,moderate,Mixed Veg Bowl
non-vegetarian,high protein,umami,Mexican,gluten,high,rural,heavy,33,hot,lunch,moderate,Mixed Veg Bowl
vegan,high protein,spicy,Italian,nuts,medium,suburban,moderate,49,rainy,dinner,high,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Italian,dairy,low,rural,heavy,12,hot,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low fat,salty,Indian,none,low,suburban,moderate,20,sunny,breakfast,low,Mixed Veg Bowl
vegan,balanced,savory,Thai,soy,low,rural,easy,42,cold,breakfast,moderate,Mixed Veg Bowl
vegan,high protein,savory,Mexican,dairy,medium,rural,heavy,41,humid,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,savory,Indian,none,low,suburban,moderate,54,humid,dinner,low,Mixed Veg Bowl
vegetarian,low carb,sweet,Mexican,none,medium,urban,easy,54,hot,breakfast,moderate,Choco Tacos
vegan,balanced,salty,Italian,nuts,high,suburban,easy,49,hot,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,salty,Chinese,gluten,medium,suburban,moderate,46,humid,dinner,high,Mixed Veg Bowl
vegan,low fat,umami,Thai,dairy,high,urban,heavy,59,humid,lunch,high,Mixed Veg Bowl
non-vegetarian,low carb,savory,Italian,gluten,high,urban,moderate,27,hot,lunch,high,Spaghetti Bolognese
non-vegetarian,low carb,salty,Chinese,nuts,medium,urban,moderate,38,sunny,dinner,high,Mixed Veg Bowl
vegetarian,high protein,savory,Mexican,none,low,suburban,easy,30,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Mexican,nuts,medium,rural,moderate,61,rainy,lunch,moderate,Spicy Chicken Enchiladas
non-vegetarian,balanced,savory,Indian,gluten,low,rural,easy,35,sunny,breakfast,low,Mixed Veg Bowl
vegan,low carb,salty,Indian,gluten,low,rural,heavy,46,rainy,breakfast,high,Mixed Veg Bowl
vegan,low fat,spicy,Chinese,gluten,low,urban,heavy,21,sunny,breakfast,moderate,Mixed Veg Bowl
vegan,low carb,umami,Italian,none,high,rural,easy,53,rainy,dinner,high,Mushroom Risotto
vegetarian,low fat,salty,Mexican,dairy,low,rural,moderate,12,cold,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,umami,Chinese,nuts,high,urban,heavy,58,humid,breakfast,low,Kung Pao Chicken
non-vegetarian,low carb,savory,Chinese,none,medium,rural,easy,38,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low carb,umami,Thai,none,high,rural,easy,57,hot,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Thai,none,medium,rural,heavy,23,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,balanced,umami,Mexican,dairy,low,suburban,easy,37,cold,breakfast,high,Mixed Veg Bowl
vegan,low carb,sweet,Chinese,nuts,medium,urban,heavy,12,hot,dinner,moderate,Sweet Sesame Tofu
vegetarian,low carb,salty,Mexican,nuts,high,urban,moderate,12,rainy,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low fat,salty,Indian,none,medium,rural,easy,30,sunny,dinner,high,Mixed Veg Bowl
vegetarian,balanced,spicy,Thai,nuts,low,urban,heavy,20,sunny,dinner,low,Green Curry with Veggies
non-vegetarian,balanced,spicy,Indian,dairy,low,suburban,moderate,18,humid,lunch,moderate,Fish Curry
vegan,balanced,umami,Indian,none,low,urban,heavy,26,cold,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Mexican,gluten,medium,suburban,heavy,37,sunny,dinner,high,Beef Burrito
vegan,balanced,spicy,Chinese,gluten,high,rural,easy,32,sunny,dinner,low,Mixed Veg Bowl
non-vegetarian,balanced,savory,Thai,none,low,suburban,easy,64,sunny,dinner,low,Mixed Veg Bowl
vegan,balanced,spicy,Chinese,dairy,low,urban,easy,16,hot,lunch,low,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,dairy,medium,rural,easy,34,hot,dinner,low,Lychee Stir Fry
vegetarian,low fat,savory,Mexican,nuts,medium,rural,easy,64,rainy,dinner,high,Mixed Veg Bowl
vegetarian,balanced,salty,Italian,soy,low,urban,easy,20,sunny,breakfast,high,Mixed Veg Bowl
vegetarian,low fat,umami,Indian,nuts,medium,suburban,heavy,30,cold,breakfast,high,Mixed Veg Bowl
vegetarian,high protein,spicy,Italian,gluten,medium,suburban,easy,31,sunny,dinner,high,Mixed Veg Bowl
vegetarian,low carb,salty,Thai,gluten,high,suburban,heavy,24,sunny,lunch,moderate,Mixed Veg Bowl
vegan,low carb,savory,Indian,nuts,medium,urban,moderate,51,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,umami,Thai,gluten,medium,suburban,heavy,56,rainy,dinner,high,Mixed Veg Bowl
non-vegetarian,high protein,savory,Italian,nuts,low,rural,easy,53,humid,dinner,high,Spaghetti Bolognese
vegan,high protein,umami,Chinese,soy,medium,rural,moderate,16,sunny,lunch,high,Mixed Veg Bowl
vegetarian,balanced,savory,Thai,none,medium,rural,moderate,32,hot,breakfast,high,Mixed Veg Bowl
vegetarian,low carb,sweet,Indian,nuts,medium,urban,moderate,28,hot,lunch,low,Kesari Bath
non-vegetarian,high protein,salty,Indian,soy,high,urban,heavy,63,rainy,dinner,low,Mixed Veg Bowl
vegan,high protein,sweet,Chinese,none,low,urban,heavy,54,humid,dinner,moderate,Sweet Sesame Tofu
vegan,low fat,umami,Italian,soy,low,rural,easy,59,hot,dinner,moderate,Roasted Veggie Lasagna
vegan,low carb,umami,Italian,dairy,low,suburban,moderate,37,hot,lunch,moderate,Mushroom Risotto
vegetarian,high protein,spicy,Indian,dairy,high,rural,moderate,11,hot,breakfast,high,Paneer Butter Masala
vegetarian,high protein,umami,Indian,soy,medium,urban,heavy,42,cold,breakfast,high,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Italian,gluten,high,urban,moderate,15,humid,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Italian,none,low,suburban,easy,51,humid,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Italian,none,high,urban,moderate,20,sunny,lunch,high,Spaghetti Bolognese
vegan,high protein,sweet,Thai,dairy,high,urban,easy,11,hot,dinner,low,Vegan Pad Thai
non-vegetarian,low carb,savory,Chinese,soy,medium,urban,easy,48,rainy,lunch,high,Mixed Veg Bowl
vegan,high protein,salty,Mexican,gluten,high,urban,moderate,35,cold,dinner,moderate,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,gluten,medium,rural,heavy,29,cold,dinner,high,Lychee Stir Fry
vegan,balanced,sweet,Italian,nuts,low,urban,moderate,46,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,low carb,umami,Mexican,dairy,medium,urban,moderate,18,hot,lunch,moderate,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Mexican,gluten,low,urban,heavy,25,rainy,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,savory,Thai,none,high,urban,moderate,35,rainy,breakfast,low,Mixed Veg Bowl
vegetarian,high protein,salty,Italian,soy,low,urban,heavy,45,rainy,breakfast,high,Mixed Veg Bowl
non-vegetarian,high protein,umami,Chinese,dairy,low,rural,easy,25,hot,lunch,high,Sweet and Sour Pork
non-vegetarian,low carb,sweet,Indian,nuts,low,suburban,moderate,23,sunny,dinner,low,Mixed Veg Bowl
vegetarian,balanced,umami,Italian,soy,low,rural,heavy,54,humid,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,umami,Thai,none,medium,rural,moderate,43,sunny,lunch,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Indian,gluten,medium,suburban,heavy,69,hot,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,sweet,Italian,gluten,medium,rural,easy,69,sunny,lunch,moderate,Mixed Veg Bowl
vegetarian,balanced,umami,Italian,soy,medium,suburban,easy,48,humid,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Italian,gluten,low,rural,moderate,68,hot,breakfast,low,Mixed Veg Bowl
non-vegetarian,low carb,umami,Indian,gluten,high,urban,heavy,56,rainy,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Chinese,soy,high,rural,easy,10,cold,breakfast,high,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,soy,high,urban,easy,50,rainy,breakfast,high,Lychee Stir Fry
vegan,high protein,savory,Mexican,none,low,rural,easy,37,sunny,dinner,low,Mixed Veg Bowl
vegan,low fat,sweet,Mexican,gluten,high,rural,moderate,63,sunny,breakfast,low,Vegan Churros
vegan,balanced,sweet,Mexican,nuts,medium,rural,heavy,25,cold,lunch,low,Sweet Potato Tacos
vegetarian,high protein,savory,Mexican,gluten,medium,suburban,heavy,55,humid,lunch,moderate,Mixed Veg Bowl
vegan,low fat,spicy,Thai,soy,high,urban,easy,55,cold,lunch,high,Mixed Veg Bowl
vegan,low carb,sweet,Indian,none,medium,urban,heavy,31,hot,lunch,low,Mixed Veg Bowl
vegan,high protein,savory,Indian,nuts,high,suburban,moderate,19,humid,breakfast,low,Mixed Veg Bowl
vegan,high protein,sweet,Indian,none,low,suburban,heavy,63,rainy,dinner,high,Mixed Veg Bowl
vegan,high protein,sweet,Thai,gluten,high,urban,heavy,29,hot,breakfast,moderate,Vegan Pad Thai
vegan,high protein,salty,Mexican,none,low,rural,heavy,15,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Mexican,dairy,high,suburban,moderate,56,humid,lunch,moderate,Mixed Veg Bowl
vegan,balanced,savory,Thai,dairy,low,suburban,moderate,69,humid,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,umami,Chinese,gluten,medium,rural,easy,40,humid,lunch,low,Kung Pao Chicken
vegetarian,low carb,savory,Indian,soy,low,urban,easy,50,humid,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,salty,Indian,gluten,high,urban,moderate,40,hot,breakfast,low,Mixed Veg Bowl
vegan,high protein,umami,Mexican,gluten,medium,urban,moderate,43,humid,lunch,moderate,Mixed Veg Bowl
vegan,high protein,savory,Indian,dairy,medium,rural,moderate,47,humid,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,savory,Chinese,soy,low,rural,easy,47,sunny,dinner,high,Mixed Veg Bowl
vegan,balanced,sweet,Chinese,gluten,high,urban,moderate,21,cold,lunch,moderate,Lychee Stir Fry
vegetarian,high protein,sweet,Indian,none,medium,suburban,easy,47,sunny,dinner,low,Kesari Bath
vegetarian,high protein,salty,Italian,soy,medium,rural,heavy,53,rainy,dinner,high,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Thai,none,high,rural,heavy,33,sunny,lunch,high,Red Curry Chicken
vegetarian,balanced,sweet,Indian,gluten,low,rural,easy,66,cold,dinner,moderate,Gulab Jamun
vegan,balanced,spicy,Italian,gluten,high,suburban,moderate,58,hot,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,savory,Thai,nuts,low,suburban,easy,63,hot,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,savory,Chinese,soy,medium,rural,easy,54,cold,breakfast,low,Mixed Veg Bowl
vegan,low carb,sweet,Thai,none,low,rural,heavy,12,hot,dinner,low,Vegan Pad Thai
vegetarian,low carb,savory,Mexican,none,high,rural,moderate,10,humid,dinner,low,Mixed Veg Bowl
vegetarian,high protein,salty,Indian,soy,medium,suburban,heavy,10,rainy,lunch,moderate,Mixed Veg Bowl
vegan,low carb,sweet,Indian,soy,low,suburban,heavy,43,hot,lunch,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Thai,nuts,medium,suburban,easy,41,sunny,dinner,high,Mixed Veg Bowl
vegetarian,balanced,umami,Italian,dairy,low,suburban,heavy,15,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,savory,Indian,none,low,urban,heavy,24,sunny,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,umami,Mexican,soy,high,suburban,moderate,24,hot,dinner,moderate,Mixed Veg Bowl
vegetarian,balanced,sweet,Indian,none,medium,rural,moderate,62,humid,lunch,high,Gulab Jamun
non-vegetarian,high protein,umami,Indian,gluten,medium,suburban,moderate,57,hot,lunch,high,Mixed Veg Bowl
vegan,low carb,savory,Italian,gluten,low,suburban,heavy,29,sunny,dinner,low,Grilled Eggplant Parmesan
vegan,low fat,salty,Mexican,nuts,medium,urban,heavy,14,humid,breakfast,low,Mixed Veg Bowl
vegan,low fat,sweet,Italian,nuts,medium,urban,heavy,48,rainy,breakfast,high,Mixed Veg Bowl
non-vegetarian,high protein,savory,Mexican,gluten,high,rural,easy,52,cold,dinner,moderate,Beef Burrito
vegetarian,high protein,sweet,Chinese,none,low,rural,moderate,38,humid,dinner,low,Mixed Veg Bowl
vegetarian,low carb,sweet,Chinese,nuts,medium,urban,easy,31,cold,breakfast,moderate,Mixed Veg Bowl
vegetarian,low fat,sweet,Thai,nuts,high,rural,easy,20,humid,lunch,low,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Italian,none,high,urban,moderate,45,humid,dinner,low,Mixed Veg Bowl
vegan,low fat,salty,Italian,nuts,high,urban,easy,62,sunny,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Chinese,none,low,urban,easy,59,cold,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Mexican,gluten,low,suburban,heavy,26,cold,breakfast,low,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,gluten,medium,rural,easy,23,rainy,dinner,high,Sweet Sesame Tofu
vegan,balanced,spicy,Indian,dairy,medium,rural,heavy,43,hot,breakfast,moderate,Chana Masala
vegan,balanced,salty,Thai,gluten,high,rural,easy,10,humid,breakfast,high,Mixed Veg Bowl
vegan,high protein,sweet,Thai,nuts,high,rural,heavy,34,humid,dinner,moderate,Tofu Mango Curry
vegetarian,low carb,salty,Thai,dairy,medium,rural,easy,34,sunny,breakfast,high,Mixed Veg Bowl
vegan,low carb,savory,Thai,soy,high,rural,heavy,34,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,balanced,salty,Chinese,soy,high,suburban,easy,46,cold,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,savory,Thai,soy,medium,urban,heavy,24,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,low fat,spicy,Thai,none,high,suburban,moderate,50,hot,lunch,low,Spicy Thai Noodles
non-vegetarian,high protein,sweet,Mexican,soy,low,urban,moderate,36,sunny,breakfast,moderate,Mixed Veg Bowl
vegan,high protein,salty,Italian,gluten,low,suburban,moderate,49,rainy,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,umami,Italian,soy,high,urban,heavy,57,sunny,lunch,low,Mixed Veg Bowl
vegetarian,balanced,savory,Italian,soy,low,urban,heavy,49,sunny,dinner,moderate,Margherita Pizza
vegetarian,low fat,spicy,Indian,nuts,medium,rural,heavy,54,humid,breakfast,low,Veg Biryani
